constructionyear;locality;organbuilder;architect;stopsnumber;manualsnumber;pedals;oc_lat;oc_lng;oc_formatted
1846;Fredensborg Slotskirke ;Marcussen & Reuter;;17;2;Pedal;55.9826125;12.3967942;Fredensborg Slotskirke, Jagtallèen, 3480 Fredensborg, Denmark
1974;Frederikshavn Kirke ;Marcussen & Søn;Leopold Teschl.;39;3;Pedal;57.4404978;10.5383434;Frederikshavn Kirke, Havnepladsen, 9900 Frederikshavn, Denmark
1997;Gauerslund Kirke ;Marcussen & Søn;> Birch & Svenning.;20;2;Pedal;55.6479718;9.6621141;Gauerslund Kirke, Korsdalsvej, 7080 Børkop, Denmark
1977;Gedsted Kirke ;Bruno Christensen & Sønner;;6;1;Pedal;56.6879572;9.334086;Gedsted Kirke, Stadionvej, 9631 Gedsted, Denmark
1970;Gislev Kirke ;Marcussen & Søn;;13;2;Pedal;55.2213831;10.6032426;Gislev Kirke, Lykkesholmsvej, 5854 Gislev, Denmark
1988;Gjern Kirke ;Marcussen & Søn;;11;2;Pedal;56.2300912;9.7402809;Gjern Kirke, Sportsvej, 8883 Gjern, Denmark
1875;Græse Kirke ;Knud Olsen;;5;1;(Intet Pedal);55.8611607;12.0994305;Græse Kirke, Kirkestræde, 3600 Frederikssund, Denmark
1952;Gudum Kirke ;Marcussen & Søn;;11;1;Pedal;56.9501164;10.0687056;Gudum Kirke, Louisendalvej, Vaarst, Denmark
1997;Haldum Kirke ;Th. Frobenius & Sønner;Vilhelmsen, Marxen og Bech-Jensen.;17;2;Pedal;56.2795238;10.0428723;Haldum Kirke, Haldumvej, 8382 Hinnerup, Denmark
1969;Hansted Kirke ;Th. Frobenius & Sønner;;7;1;Pedal;55.8940571;9.844425;Hansted Kirke, Stængervej, 8700 Horsens, Denmark
1977;Harndrup Kirke ;Bruno Christensen & Sønner;Ebbe Lehn Petersen. [Iflg. Orglet 1978,1, s. 52].;8;1;Pedal;55.4645495;10.0187429;Harndrup Kirke, Vindebjergvej, 5463 Harndrup, Denmark
1989;Helgenæs Kirke ;Marcussen & Søn;Mogens Svenning.;8;1;Pedal;56.1329687;10.5095399;Helgenæs Kirke, Brøsbjergvej, Syddjurs Municipality, Denmark
1997;Helligsø Kirke ;Bruno Christensen & Sønner;Gert Madsen.;11;2;Pedal;56.7016888;8.3471392;Helligsø Kirke, Vestervej, Thisted Municipality, Denmark
1972;Hem Kirke ;Jydsk Orgelbyggeri;1972: Vinther & Roldsgaard. 1996: Vilhelmsen, Marxen og Bech-Jensen.;5;1;Pedal;56.5943908;8.9592947;Hem Kirke, Krarupvej, Hem, Denmark
1983;Herlufsholm Kirke ;Th. Frobenius & Sønner;Preben Thorsen [Se noter];32;3;Pedal;55.2460393;11.748899;Herlufsholm Kirke, Herlufsholm Alle, 4700 Næstved, Denmark
1997;Hirtshals, Emmersbæk Kirke ;Bruno Christensen & Sønner;Friis & Moltke.;12;2;Pedal;NA;NA;NA
1986;Hjerpsted Kirke ;Jydsk Orgelbyggeri;;6;1;Pedal;55.0200544;8.6491832;Hjerpsted Kirke, Vestkystvej, Tønder Municipality, Denmark
1957;Holstebro Kirke ;Th. Frobenius & Co;Mogens Koch.;45;4;Pedal;56.3592901;8.6163081;Holstebro Kirke, Kirkepladsen, 7500 Holstebro, Denmark
1974;Hornbæk Kirke ;P. Bruhn & Søn;;11;2;Pedal;56.0913552;12.4584349;Hornbæk Kirke, Kirkevej, 3100 Hornbæk, Denmark
1997;Humlebæk Kirke ;Carsten Lund;Orgelbyggeriet.;24;3;Pedal;55.9716685;12.5421015;Humlebæk Kirke, Gammel Strandvej, 3060 Espergærde, Denmark
1997;Hundborg Kirke ;Th. Frobenius & Sønner;Arkitekterne, Thisted.;12;2;Pedal;56.9273518;8.5078655;Hundborg Kirke, Vorupørvej, 7752 Snedsted, Denmark
1997;Hurup Kirke ;Bruno Christensen & Sønner;Poul Brøgger.;22;2;Pedal;56.7542908;8.425812;Hurup Kirke, Brandsholmvej, 7760 Hurup, Denmark
1997;Højst Kirke ;P.G. Andersen & Bruhn;;13;2;Pedal;55.0011509;9.0400872;Højst Kirke, Klodsgade, Øster Højst, Denmark
1963;Hørmested Kirke ;Jydsk Orgelbyggeri;;5;1;Anhangspedal;57.4612981;10.2472175;Hørmested Kirke, Hørmestedvej, 9870 Sindal, Denmark
1997;Karlslunde Kirke ;Jensen & Thomsen;Rolf Graae.;22;2;Pedal;55.5713348;12.2225648;Karlslunde Kirke, Hovedgaden, 2690 Karlslunde, Denmark
1869;Kerteminde Valgmenighedskirke ;J.A. Demant;1869: ?. 1927-1928: Knud Lehn Petersen. [Iflg. medd. fra tegnestuen].;7;1;Pedal;NA;NA;NA
1851;Krønge Kirke ;Jens Gregersen;;5;1;(Intet Pedal);54.727463;11.5105356;Krønge Kirke, Krøngevej, 4960 Holeby, Denmark
1984;København, Hans Egedes Kirke;Gunnar Fabricius Husted;;22;2;Pedal;55.7077938;12.586988;Hans Egedes Kirke, Vardegade, 2150 Nordhavn, Denmark
1870;Lidemark Kirke ;Knud Olsen;;6;1;(Intet Pedal);55.4369587;12.054648;Lidemark Kirke, Lidemarksvej, 4632 Bjæverskov, Denmark
1997;Lindknud Kirke ;P.G. Andersen & Bruhn;;11;2;Pedal;55.5645887;9.0204488;Lindknud Kirke, Okslundvej, Lindknud, Denmark
1982;Lønne Kirke ;Jydsk Orgelbyggeri;;6;1;Pedal;55.7893756;8.2388091;Lønne Kirke, Vesterhavsvej, 6830 Nørre, Denmark
1975;Låstrup Kirke ;Jydsk Orgelbyggeri;Edv. Thomsen.;5;1;Pedal;56.5785523;9.3829447;Låstrup Kirke, Låstrupvej, 8832 Skals, Denmark
1970;Magleby Kirke ;Th. Frobenius & Sønner;;10;2;Pedal;54.9842912;12.484253;Magleby Kirke, Klintevej, 4791 Borre, Denmark
1876;Magleby Kirke ;J.A. Demant;;5;1;Anhangspedal;54.9842912;12.484253;Magleby Kirke, Klintevej, 4791 Borre, Denmark
1979;Melby Kirke ;Gunnar Fabricius Husted;Jørn Blinkenberg Willadsen.;15;2;Pedal;55.9956413;11.9691407;Melby Kirke, Tollerupvej, 3370 Melby, Denmark
1999;Mesing Kirke ;Marcussen & Søn;Birch & Svenning.;6;1;Pedal;56.0756931;9.9390922;Mesing Kirke, Præstevejen, 8660 Skanderborg, Denmark
1844;Nordby Kirke ;Marcussen & Reuter;;12;1;Pedal;55.951451;10.5465318;Nordby Kirke, Møgelskårvejen, Samsø Municipality, Denmark
1998;Nærum Kirke ;P.G. Andersen & Bruhn;CUBO arkitekter v/ Lars Thiis.;27;3;Pedal;55.821424;12.5363405;Nærum Kirke, Kirkeåsen, 2850 Nærum, Denmark
1850 (?);Næstved, Sct. Mortens Kirke;Frederik Hoffmann Ramus;;4;1;(Intet Pedal);NA;NA;NA
1948;Nørhå Kirke ;Th. Frobenius & Co;;5;1;(Intet Pedal);56.8993416;8.4455738;Nørhå Kirke, Morten Nielsens Vej, Thisted Municipality, Denmark
1989;Nørlem Kirke ;Bruno Christensen & Sønner;;10;2;Pedal;56.5545762;8.3240592;Nørlem Kirke, Kabbelvej, 7620 Lemvig, Denmark
1957;Nørre Gørding Kirke ;Th. Frobenius & Co;> Søren Jensen. [Se noter].;6;1;Pedal;56.3385816;8.3032909;Nørre Gørding Kirke, Fjordvejen, 7570 Vemb, Denmark
1996;Nørre Kirkeby Kirke ;Gunnar Fabricius Husted;;7;1;Pedal;54.8778194;11.8637799;Nørre Kirkeby Kirke, Nørre Kirkebyvej, 4840 Nørre, Denmark
1970;Nørresundby Kirke ;I. Starup & Søn;Preben Thorsen.;24;2;Pedal;57.0607495;9.9196736;Nørresundby Kirke, Sankt Peders Gade, 9400 Nørresundby, Denmark
1972;Odense, Ansgars Kirke ;Marcussen & Søn;Knud, Erik og Ebbe Lehn Petersen. [Iflg. meddelelse fra arkitektfirmaet].;29;3;Pedal;55.3914241;10.3781291;Ansgars Kirke, Søndre Boulevard, 5000 Odense C, Denmark
1963;Odense, Bolbro Kirke ;Marcussen & Søn;Erik og Ebbe Lehn Petersen. [Iflg. meddelelse fra arkitektfirmaet]. ;16;2;Pedal;55.3930995;10.3515183;Bolbro Kirke, Roesskovsvej, 5200 Odense V, Denmark
1958;Odense, Fredens Kirke ;Marcussen & Søn;Esben Klint.;29;3;Pedal;55.4134496;10.3952595;Fredens Kirke, Skibhusvej, 5000 Odense C, Denmark
1954;Odense, Hans Tausens Kirke ;Marcussen & Søn;Erik Lehn Petersen. [Iflg. medd. fra tegnestuen].;13;2;Pedal;55.3985243;10.3633843;Hans Tausens Kirke, Langesøstien, 5000 Odense C, Denmark
1965;Ørum Kirke ;Marcussen & Søn;1965: Ebbe og Erik Lehn Petersen [Iflg. kirkeblad fra Odense, Munkebjerg Kirke 1965]. 2003: Ebbe Marxen. [Iflg. meddelelse 2004 fra Th. Frobenius & Sønner].;18;2;Pedal;55.7388409;9.7448411;Ørum Kirke, Kirkebuen, 8721 Daugård, Denmark
1953;Odense, Thomas Kingos Kirke ;Marcussen & Søn;1925: Vilhelm Petersen. 1953: Axel Jacobsen.;34;3;Pedal;55.3854765;10.3874704;Thomas Kingos Kirke, Bülowsvej, 5230 Odense M, Denmark
1975;Odense, Vollsmose Kirke ;Marcussen & Søn;Arkitektfirma Stærmose. (Kirkens arkitekt). [Iflg. medd. fra orgelbyggeriet].;21;2;Pedal;55.4072762;10.4421141;Vollsmose Kirke, Egeparken, 5240 Odense NØ, Denmark
1965;Odense, Vor Frelsers Kirke ;I. Starup & Søn;Knud, Erik og Ebbe Lehn Petersen. [Iflg. medd. fra tegnestuen]. (Arkitekt 2001: Ebbe Lehn Petersen [iflg. medd. fra orgelbyggeriet]).;17;2;Pedal;55.3959282;10.4230111;Vor Frelsers Kirke, Ejbygade, 5230 Odense M, Denmark
1989;Outrup Kirke ;Bruno Christensen & Sønner;Arkitekterne, Thisted.;7;1;Pedal;55.7228823;8.3424107;Outrup Kirke, Birkegade, 6855 Outrup, Denmark
1997;Radsted Kirke ;Bruno Christensen & Sønner;Ebbe Lehn Petersen.;12;2;Pedal;54.7899203;11.6885004;Radsted Kirke, Østerbyvej, 4990 Sakskøbing, Denmark
1972;Ramløse Kirke ;Th. Frobenius & Sønner;;11;2;Pedal;56.0159611;12.1116782;Ramløse Kirke, Frederiksværkvej, 3220 Tisvildeleje, Denmark
1979;Rudkøbing Kirke ;Fyns Orgelbyggeri;;19;2;Pedal;54.9368614;10.7095528;Rudkøbing Kirke, Kirkepladsen, 5900 Rudkøbing, Denmark
1996;Rødding Kirke ;Marcussen & Søn;Arkitektfirma Brøgger. [Iflg. medd. fra orgelbyggeriet 1997].;6;1;Pedal;56.5008664;9.5036204;Rødding Kirke, Enghavevej, Rødding, Denmark
1974;Røsnæs Kirke ;Conrad Christiansen;;6;1;Pedal;55.7326182;10.9601507;Røsnæs Kirke, Røsnæsvej, Ulstrup, Denmark
1893;Sall Kirke ;Frederik Nielsen;;4;1;(Intet Pedal);56.2787637;9.8250359;Sall Kirke, Borgergade, 8881 Thorsø, Denmark
1966;Sejerø Kirke ;Poul-Gerhard Andersen's Orgelbyggeri;Jan Gehl.;5;1;(Intet Pedal);55.88182;11.1431104;Sejerø Kirke, Sejerbyvej, 4592 Sejerø, Denmark
1972;Serridslev Kirke ;Bruno Christensen;;7;1;Pedal;55.8988713;9.8948064;Serridslev Kirke, Serridslevvej, Horsens, Denmark
1962;Skagen Kirke ;Marcussen & Søn;;31;3;Pedal;57.7214333;10.5847255;Skagen Church, Ved Kirken, 9990 Skagen, Denmark
1977;Skivum Kirke ;Jydsk Orgelbyggeri;;6;1;Pedal;56.8656589;9.5893113;Skivum Kirke, Skivumvej, Skivum, Denmark
1965;Skærum Kirke ;Th. Frobenius & Co;;6;1;Pedal;57.4256255;10.3536278;Skærum Kirke, Slustrupvej, Frederikshavn Municipality, Denmark
1977;Snoldelev Kirke ;Gunnar Fabricius Husted;Orgelbyggeriet.;11;2;Pedal;55.5711298;12.1318122;Snoldelev Kirke, Snoldelev Bygade, 4621 Gadstrup, Denmark
1972;Strelluf Kirke ;Th. Frobenius & Sønner;;5;1;(Intet Pedal);NA;NA;NA
1981;Sæby Kirke ;P. Bruhn & Søn;;4;1;Anhangspedal;57.3331953;10.5287049;Sankt Mariæ Kirke, Strandgade, 9300 Sæby, Denmark
1969;Søborg Kirke ;Th. Frobenius & Sønner;;24;2;Pedal;56.0863037;12.317685;Søborg Kirke, Bygaden, 3250 Gilleleje, Denmark
1953;Søby Kirke ;Th. Frobenius & Co;;7;1;Pedal;54.9385696;10.2568185;Søby Kirke, Langebro, 5985 Søby, Denmark
1962;Sønder Vilstrup Kirke ;Brdr. Bruhn;;9;2;Pedal;55.5546835;9.5491989;Sønder Vilstrup Kirke, Hulskovvej, Kolding, Denmark
1962;Sønderborg, Sct. Marie Kirke ;Marcussen & Søn;;39;3;Pedal;NA;NA;NA
1996;Thorsø Kirke ;Bruno Christensen & Sønner;Gert Madsen.;7;1;Pedal;56.2997572;9.7954022;Thorsø Kirke, Grøndalslundvej, 8881 Thorsø, Denmark
1997;Tilsted Kirke ;Bruno Christensen & Sønner;Jørgen Raaby's tegnestue.;12;2;Pedal;56.9478907;8.6427208;Tilsted Kirke, Vuskærvej, 7700 Thisted, Denmark
1996;Tjæreborg Kirke ;Anders Havgaard Rasmussen;Rolf Graae. Farvesætning: Konservator Bent Jacobsen, Faaborg. [Iflg. medd. fra orgelbyggeriet 1997].;16;2;Pedal;55.462305;8.583338;Tjæreborg Kirke, Skolevej, 6731 Tjæreborg, Denmark
1970;Tjørring Kirke ;Jensen & Thomsen;;5;1;Pedal;56.1684135;8.913439;Tjørring Kirke, Ørnhovedvej, Herning Municipality, Denmark
1997;Tranum Kirke ;Gunnar Fabricius Husted;Øjvind Jørgensen.;15;2;Pedal;57.1326575;9.4699585;Tranum Kirke, Tranumvej, Tranum, Denmark
1979;Troldhede Kirke ;Bruno Christensen & Sønner;;12;2;Pedal;55.9912221;8.7473266;Troldhede Kirke, Kirkegade, Troldhede, Denmark
1944;Tryggelev Kirke ;Th. Frobenius & Co;Fin Ditlevsen.;5;1;(Intet Pedal);54.8038833;10.7021551;Tryggelev Kirke, Tryggelev, 5932 Humble, Denmark
1973;Ubberup Valgmenighedskirke ;Gunnar Fabricius Husted;;6;1;Pedal;55.6712189;11.1732861;Bethlehemskirken, Tingvejen, Kalundborg Municipality, Denmark
2008;Ugerløse Kirke ;Gunnar Fabricius Husted;2008: Søren Rassov. Kirkemaler 2008 Paul Andersen [Se noter].;20;2;Pedal;55.5854008;11.6546989;Ugerløse kirke, Ugerløse, Region Zealand, Denmark
1888;Ulkebøl Kirke ;Marcussen & Søn;;20;2;Pedal;54.9262327;9.8306842;Ulkebøl Kirke, Kirkevej, Sønderborg, Denmark
1983;Underup Kirke ;Bruno Christensen & Sønner;;6;1;Pedal;55.9437147;9.6963485;Underup Kirke, Bygaden, Horsens, Denmark
1976;Vallensbæk Kirke ;Th. Frobenius & Sønner;.;11;2;Pedal;55.6378735;12.3654203;Tjørneagergård, Vallensbæk Kirke, Kirkebakke Alle, 2625 Vallensbæk, Denmark
1958;Valsgård Kirke ;Th. Frobenius & Co;;5;1;Pedal;56.6728237;9.8500765;Valsgård Kirke, Hovedgaden, Valsgård, Denmark
1997;Valsølille Kirke ;P.G. Andersen & Bruhn;Per Axelsens tegnestue.;10;2;Pedal;55.5213337;11.8338632;Valsølille Kirke, Valsømaglevej, 4174 Jystrup, Denmark
1892;Varnæs Kirke ;Marcussen & Søn;;10;2;Pedal;55.0095082;9.5716791;Varnæs Kirke, Varnæsvej, Varnæs, Denmark
1971;Vedbæk Kirke ;Th. Frobenius & Sønner;Peter Paludan.;17;3;Pedal;55.8392798;12.5662748;Vedbæk Kirke, Enrumvej, 2942 Skodsborg, Denmark
1998;Vejby Kirke ;P.G. Andersen & Bruhn;;24;3;Pedal;56.0642806;12.1408342;Vejby Kirke, Kirkebakken, 3210 Vejby, Denmark
1904 (?);Vestenskov Kirke;Gebr. Rieger;Orgelbyggeriet.;6;1;(Intet Pedal);54.7892727;11.093882;Vestenskov Kirke, Vestenskov Kirkevej, Vestenskov, Denmark
1964;Vester Nebel Kirke ;Th. Frobenius & Co;;5;1;Pedal;55.5412518;8.5425798;Vester Nebel Kirke, Stokbrovej, Vester Nebel, Denmark
1997;Vildbjerg Kirke ;P.G. Andersen & Bruhn;;16;2;Pedal;56.1984401;8.7668396;Vildbjerg Kirke, Kirkegade, 7480 Vildbjerg, Denmark
1969;Vitved Kirke ;Jensen & Thomsen;;5;1;Pedal;56.0487252;10.0413768;Vitved Kirke, Søgårdsvej, 8362 Hørning, Denmark
1899;Vonsbæk Kirke ;Marcussen & Søn;;9;1;Pedal;55.2759096;9.6013016;Vonsbæk Kirke, Præsteskoven, Haderslev Municipality, Denmark
1997;Øde Førslev Kirke ;Gunnar Fabricius Husted;Søren Rassov.;10;2;Pedal;55.3580544;11.9049326;Øde Førslev Kirke, Førslev Kirkestræde, Førslev, Denmark
1987;Ørslev Kirke ;Th. Frobenius & Sønner;;9;2;Pedal;55.2239442;11.40575;Ørslev Kirke, Ørslev Kirkevej, Slagelse Municipality, Denmark
1854;Øster Jølby Kirke ;Jens Gregersen;;4;1;(Intet Pedal);56.8253143;8.696754;Øster Jølby Kirke, Kresten Kolds Vej, 7950 Erslev, Denmark
1969;Østervrå Kirke ;Brdr. Bruhn;1969: Rolf Graae. [jfr. Dansk Orgelaarbog, bd. 4, 1987-1988-1989, [1991], s. 14]. 1996: Poul Brøgger. [Iflg. medd. fra orgelbyggeriet 1997].;16;2;Pedal;57.3377764;10.2287248;Østervrå Kirke, Vrængmosevej, 9750 Østervrå, Denmark
1956;Aabenraa, Sct. Nicolai Kirke ;Marcussen & Søn;Mogens Koch [Se noter].;31;3;Pedal;NA;NA;NA
1960;Aarhus, Sct. Pauls Kirke ;Marcussen & Søn;;39;3;Pedal;NA;NA;NA
1996;Aller Kirke ;Marcussen & Søn;;9;1;Pedal;55.3614935;9.5316767;Aller Kirke, Kær Møllevej, Kolding Municipality, Denmark
1995;Ansager Kirke ;Bruno Christensen & Sønner;Peter B. Villadsen;13;2;Pedal;55.7046318;8.7533123;Ansager Kirke, Østergade, 6823 Ansager, Denmark
1868;Ansager Kirke;J.A. Demant;;7;1;(Intet Pedal);55.7046318;8.7533123;Ansager Kirke, Østergade, 6823 Ansager, Denmark
1978;Augustenborg Slotskirke ;Marcussen & Søn;;26;2;Pedal;54.9449278;9.8666479;Augustenborg Slotskirke, Augustenborg Slot, Augustenborg, Denmark
1955;Bagenkop Kirke ;Th. Frobenius & Co;Tyge Hvass;12;2;Pedal;54.7507496;10.6792288;Bagenkop Kirke, Kirkevej, 5935 Bagenkop, Denmark
1880;Ballum Kirke ;Marcussen & Søn;;9;1;Pedal;55.0903597;8.6582857;Ballum Kirke, Vesterende, Tønder Municipality, Denmark
1973;Bellinge Kirke ;Marcussen & Søn;(1998) Ebbe Lehn Petersen.;11;2;Pedal;55.3333844;10.3135732;Bellinge Kirke, Kirkelundvej, 5250 Odense SV, Denmark
1996;Bjerning Kirke ;Marcussen & Søn;;10;2;Pedal;55.3048595;9.4929884;Bjerning Kirke, Bjerning Kirkevej, Haderslev Municipality, Denmark
1967;Broager Kirke ;Marcussen & Søn;Rolf Graae [NB: ældre facade genanvendt].;18;2;Pedal;54.8915743;9.6742369;Broager Kirke, Parkvej, 6310 Broager, Denmark
1975;Brovst Kirke ;Gunnar Fabricius Husted;;12;2;Pedal;57.0892098;9.5281398;Brovst Kirke, Månevejen, 9460 Brovst, Denmark
1980;Bråby Kirke ;Jensen & Thomsen;;9;2;Pedal;55.2974688;11.9447378;Braby Church, Bråby Bygade, 4690 Haslev, Denmark
1750 (?);Børglumkloster Kirke ;Anonym Mester;;13;1;Pedal;NA;NA;NA
1901;Bågø Kirke ;Frederik Nielsen;.;5;1;(Intet Pedal);55.3156585;9.8062428;Baagø Kirke, Sommerodden, Assens Municipality, Denmark
1996;Dalby Kirke ;Marcussen & Søn;> Ebbe Lehn Petersen;10;2;Pedal;55.4653735;9.5039428;Dalby Kirke, Dalbyvej, 6000 Kolding, Denmark
1980;Dalbyneder Kirke ;Jydsk Orgelbyggeri;;7;1;Pedal;56.6323096;10.2215098;Dalbyneder Kirke, Kirkebakken, 8970 Havndal, Denmark
1976;Dybbøl Kirke ;Marcussen & Søn;;19;2;Pedal;54.9198829;9.7238027;Dybbøl Kirke, Bøffelkobbelvej, Dybbøl, Denmark
1952;Egtved Kirke ;Marcussen & Søn;1952: ?. 1997: Mogens Svenning [iflg. Vejle Amts Folkeblad 25. marts 1997].;17;2;Pedal;55.6199235;9.3006667;Egtved Kirke, Kirkevej, Egtved, Denmark
1981;Egå Kirke ;Carsten Lund;;15;2;Pedal;56.2165591;10.2653159;Egå Kirke, Egå Mosevej, 8520 Lystrup, Denmark
1995;Ejby Kirke ;Gunnar Fabricius Husted;Rolf Graae;14;2;Pedal;55.3959282;10.4230111;Vor Frelsers Kirke, Ejbygade, 5230 Odense M, Denmark
1973;Elling Kirke ;I. Starup & Søn;;12;2;Pedal;57.4738931;10.4842102;Elling Kirke, Tuenvej, 9970 Strandby, Denmark
1994;Elsted Kirke ;Th. Frobenius & Sønner;Inger & Johannes Exner.;12;2;Pedal;56.2456172;10.2292633;Elsted Kirke, Elsted Kirkeplads, 8520 Lystrup, Denmark
1992;Emmerlev Kirke ;Bruno Christensen & Sønner;Tegnestuen v/Gert Madsen, Hadsten. [Iflg. meddelelse fra orgelbyggeriet 1993].;11;2;Pedal;54.9893954;8.6952337;Emmerlev Kirke, 6280 Højer, Denmark
1973;Esbønderup Kirke ;Jensen & Thomsen;Rolf Graae.;11;2;Pedal;56.052694700000004;12.3438004;Esbønderup Kirke, Bagerstræde, Esbønderup, Denmark
1988;Farup Kirke ;P. Bruhn & Søn;Orgelbyggeriet. [Se noter].;14;2;Pedal;56.5425134;9.8583245;Fårup Kirke, Gammel Randersvej, 8990 Fårup, Denmark
1984;Fensmark Kirke ;Jensen & Thomsen;Knud Toftvad.;10;2;Pedal;55.2810377;11.8053636;Fensmark Kirke, Chr Winthersvej, 4684 Holmegaard, Denmark
1980;Frederiksværk Kirke ;Poul-Gerhard Andersen's Orgelbyggeri;;27;3;Pedal;55.9729918;12.0224415;Frederiksværk Kirke, Kirkegade, 3300 Frederiksværk, Denmark
1960;Freerslev Kirke ;Marcussen & Søn;;7;1;Pedal;55.3254406;12.0160443;Freerslev Kirke, Freerslev Annex, 4690 Haslev, Denmark
1983;Funder Kirke ;Marcussen & Søn;;12;2;Pedal;56.1557881;9.4395553;Funder Kirke, Funder Kirkevej, Funder Kirkeby, Denmark
1954;Hjørring Baptistkirke ;A.C. Zachariasen & Søn;;6;1;(Intet Pedal);57.4615256;9.985247;Hjørring Baptistkirke, Sanct Olai Plads, 9800 Hjørring, Denmark
1996;Føllenslev Kirke ;Bruno Christensen & Sønner;Ebbe Lehn Petersen.;13;2;Pedal;55.7244162;11.3553764;Føllenslev Kirke, Kirkemosevej, 4460 Snertinge, Denmark
1976;Fårup Kirke ;I. Starup & Søn;;9;2;Pedal;56.5425134;9.8583245;Fårup Kirke, Gammel Randersvej, 8990 Fårup, Denmark
1968;Gettrup Kirke ;Th. Frobenius & Sønner;;11;2;Pedal;56.7214651;8.3558937;Gettrup Kirke, Ydbyvej, 7760 Hurup, Denmark
1968;Gimsing Kirke ;Th. Frobenius & Sønner;Poul Hansen & Ib Lydholm.;8;1;Pedal;56.4756117;8.6061472;Gimsing Kirke, Movstgårde, Hjermvej, 7600 Struer, Denmark
1987;Give Kirke ;Marcussen & Søn;;22;2;Pedal;55.8447847;9.2405033;Give Kirke, Enghavevej, 7323 Give, Denmark
1995;Grønholt Kirke ;Carsten Lund;Carsten Lund.;15;2;Pedal;55.9457344;12.3851664;Grønholt Kirke, Grønholtvej, 3480 Fredensborg, Denmark
1923;Gudumholm Kirke ;Th. Frobenius & Co;;6;1;(Intet Pedal);56.9622165;10.1005285;Gudumholm Kirke, Aagade, Gudumholm, Denmark
1978;Hals Kirke ;Bruno Christensen & Sønner;;14;2;Pedal;56.9980178;10.3111958;Hals Kirke, Sophie Hedvigs Vej, 9370 Hals, Denmark
1996;Hammelev Kirke ;Marcussen & Søn;;12;2;Pedal;55.2445034;9.3888762;Hammelev Kirke, Kirkestræde, Hammelev, Denmark
1971;Hammer Kirke ;Jydsk Orgelbyggeri;Vinther & Roldsgaard.;4;1;Anhangspedal;57.1509232;10.0119532;Hammer Kirke, Hammerkilen, Aalborg Municipality, Denmark
1920;Hellebæk Kirke ;Chr. Winther & Th. Frobenius;;8;2;Pedal;56.0747546;12.5477259;Hellebæk Kirke, Riffsvej, 3150 Hellebæk, Denmark
1967;Hellum Kirke ;Jydsk Orgelbyggeri;;5;1;Pedal;57.2615364;10.1609807;Hellum Kirke, Kræmmergårdsvej, Brønderslev Municipality, Denmark
1998;Helsingør, Sct. Mariæ Kirke ;Marcussen & Søn;;30;3;Pedal;56.0370246;12.6126858;Sankt Mariæ Kirke og Vor Frue Kloster, Hestemøllestræde, 3000 Helsingør, Denmark
1968;Hem Kirke ;Jydsk Orgelbyggeri;;6;1;Pedal;56.5943908;8.9592947;Hem Kirke, Krarupvej, Hem, Denmark
1963;Herlev Kirke ;I. Starup & Søn;Aage Herløw.;10;2;Pedal;55.7246576;12.4378555;Herlev Kirke, Herlev Bygade, 2730 Herlev, Denmark
1971;Herlev, Lindehøj Kirke ;P. Bruhn;Holger Jensen.;14;2;Pedal;55.7338698;12.419936;Lindehøj Kirke, Tvedvangen, 2730 Herlev, Denmark
1946;Hampen Kirke ;Th. Frobenius & Co;;7;1;Pedal;56.0100168;9.354127;Hampen Kirke, Kirkebakken, 7362 Hampen, Denmark
1987;Hillerslev Kirke ;Th. Frobenius & Sønner;Lars Mindedal. Farvekonsulent: Jens Johansen.;11;2;Pedal;55.2088001;10.3448859;Hillerslev Kirke, Kirkegyden, Faaborg-Midtfyn Municipality, Denmark
1972;Hillerød, Frederiksborg Slotskirke ;Poul-Gerhard Andersen's Orgelbyggeri;> Se noter.;38;3;Pedal;55.9350889;12.3007903;Frederiksborg Slotskirke, Indre Slotsgård, 3400 Hillerød, Denmark
1864;Hillerød, Frederiksborg Slotskirke;Marcussen & Søn;;25;2;Pedal;55.9350889;12.3007903;Frederiksborg Slotskirke, Indre Slotsgård, 3400 Hillerød, Denmark
1976;Hjortlund Kirke ;P. Bruhn & Søn;Arkitekter: Rolf Graae og Richard Aas. [Ældre facade]. Se noter.;7;1;(Intet Pedal);55.403899;8.803172;Hjortlund Kirke, Hjortlundvej, Esbjerg Municipality, Denmark
1990;Holbæk Kirke;Carsten Lund;Orgelbyggeriet.;6;1;(Intet Pedal);56.5526856;10.3003584;Holbæk Kirke, Kastanievej, 8950 Ørsted, Denmark
1994;Holevad Kirke ;Bruno Christensen & Sønner;Orgelbyggeriet. Typeorgel. [Se noter].;5;1;Pedal;55.3075727;9.9469812;Holevad Kirke, Mygindvej, 5610 Assens, Denmark
1995;Houlbjerg Kirke ;Marcussen & Søn;;10;2;Pedal;56.3473427;9.8760317;Houlbjerg Kirke, Villungsvej, Houlbjerg, Denmark
1856;Husby Kirke ;Marcussen & Søn;;9;1;Anhangspedal;56.2820216;8.1761236;Husby Kirke, Græmvej, 6990 Ulfborg, Denmark
1996;Hylleholt Kirke ;P.G. Andersen & Bruhn;;16;2;Pedal;55.2170131;12.1648579;Hylleholt Kirke, Hovedgaden, 4654 Faxe, Denmark
1868;Høm Kirke ;Knud Olsen;;4;1;(Intet Pedal);55.4111909;11.7803359;Toftegård, Høm Kirke, Englerupvej, 4100 Ringsted, Denmark
